stock,date,window,order,correlation,swings,period,amplitude,profit,buy
ASX.BHP,2016-03-27_14-15-35,60,1,0.813559322033898,5,11.4,3.53211579605446,0.223896498263487,0.306740403064101
ASX.BHP,2016-03-27_14-15-35,60,2,0.847457627118644,8,7.125,2.80612997439522,0.164697202404138,1.02716595840492
ASX.BHP,2016-03-27_14-15-35,60,3,0.711864406779661,7,8.14285714285714,2.60606007068946,0.164678381579328,0.0983706538506094
ASX.BHP,2016-03-27_14-15-35,60,4,0.711864406779661,9,6.33333333333333,2.36442124571226,0.144588897092209,0.452480404010123
ASX.BHP,2016-03-27_14-15-35,120,1,0.932773109243697,3,39,7.1327840475033,0.656467608338057,-0.720113379142384
ASX.BHP,2016-03-27_14-15-35,120,2,0.831932773109244,13,9,2.72422909779028,0.160379090193418,0.989858604195575
ASX.BHP,2016-03-27_14-15-35,120,3,0.848739495798319,13,9,2.7177876271363,0.158915833576087,1.07510292028209
ASX.BHP,2016-03-27_14-15-35,120,4,0.798319327731092,15,7.8,2.42378806895318,0.145042094977823,0.761471251831972
ASX.BHP,2016-03-27_14-15-35,180,1,0.877094972067039,10,17.7,3.935572470801,0.318132720362463,-1.3524654006545
ASX.BHP,2016-03-27_14-15-36,180,2,0.837988826815642,10,17.7,3.66760012949703,0.267283864133531,-0.787685810517489
ASX.BHP,2016-03-27_14-15-36,180,3,0.905027932960894,12,14.75,3.51987579127254,0.211439912186852,0.799520336052815
ASX.BHP,2016-03-27_14-15-36,180,4,0.88268156424581,11,16.0909090909091,3.67752826404357,0.209107992950996,1.31909569684501
ASX.BHP,2016-03-27_14-15-36,240,1,0.861924686192469,20,11.85,2.95568512812951,0.229143322824049,-1.77509327872809
ASX.BHP,2016-03-27_14-15-36,240,2,0.861924686192469,16,14.8125,3.18206383288897,0.239801782323443,-1.34466778226859
ASX.BHP,2016-03-27_14-15-36,240,3,0.866108786610879,13,18.2307692307692,3.60602666873076,0.243629490513978,-0.219473353728616
ASX.BHP,2016-03-27_14-15-36,240,4,0.849372384937239,19,12.4736842105263,3.04412463323957,0.174559218799329,1.28837333384452
ASX.CBA,2016-03-27_14-15-35,60,1,0.830508474576271,5,11.4,7.0939382467352,0.101457556967097,-0.381389267634723
ASX.CBA,2016-03-27_14-15-35,60,2,0.779661016949153,4,14.25,7.2542233740617,0.0984236245320471,0.692341121218601
ASX.CBA,2016-03-27_14-15-35,60,3,0.745762711864407,4,14.25,6.96233564606391,0.0936038693747352,0.873850660159375
ASX.CBA,2016-03-27_14-15-35,60,4,0.711864406779661,4,14.25,6.95483680083098,0.0949122255132266,0.556139598917563
ASX.CBA,2016-03-27_14-15-35,120,1,0.882352941176471,4,29.25,12.5344704609116,0.179297803885759,0.216347744100574
ASX.CBA,2016-03-27_14-15-35,120,2,0.857142857142857,8,14.625,7.84023416992192,0.114656825823187,-0.642807139727083
ASX.CBA,2016-03-27_14-15-35,120,3,0.857142857142857,9,13,7.29615523934022,0.102042336409153,0.090275991612994
ASX.CBA,2016-03-27_14-15-35,120,4,0.781512605042017,10,11.7,6.4660180527216,0.085204398808419,1.33043910600022
ASX.CBA,2016-03-27_14-15-35,180,1,0.905027932960894,5,35.4,14.5129728148245,0.211292101434147,0.154793976543932
ASX.CBA,2016-03-27_14-15-35,180,2,0.893854748603352,5,35.4,14.3120909209676,0.205005268644132,0.300351483950314
ASX.CBA,2016-03-27_14-15-36,180,3,0.854748603351955,7,25.2857142857143,10.5096137334248,0.161788445905888,-0.876569804234948
ASX.CBA,2016-03-27_14-15-36,180,4,0.798882681564246,18,9.83333333333333,6.61632269635368,0.0915568835621943,0.227550471230812
ASX.CBA,2016-03-27_14-15-36,240,1,0.924686192468619,9,26.3333333333333,11.5027986235655,0.1669358564057,-0.0283584670564122
ASX.CBA,2016-03-27_14-15-36,240,2,0.912133891213389,7,33.8571428571429,13.4476866628938,0.191343690188506,0.3248314386049
ASX.CBA,2016-03-27_14-15-36,240,3,0.920502092050209,7,33.8571428571429,13.6303725249519,0.199610440382385,0.0410926438862085
ASX.CBA,2016-03-27_14-15-36,240,4,0.924686192468619,9,26.3333333333333,11.641694969766,0.177679550720792,-0.597579017591096
ASX.MQG,2016-03-27_14-15-35,60,1,0.898305084745763,3,19,17.2456706029453,0.318439303182847,-0.351428662320886
ASX.MQG,2016-03-27_14-15-35,60,2,0.813559322033898,5,11.4,9.64730901288549,0.148958811936504,0.78334752764488
ASX.MQG,2016-03-27_14-15-35,60,3,0.813559322033898,5,11.4,9.65421199720526,0.149187890796434,0.772486204014373
ASX.MQG,2016-03-27_14-15-35,60,4,0.745762711864407,6,9.5,8.01571633991851,0.129261430049439,0.0522777855022884
ASX.MQG,2016-03-27_14-15-35,120,1,0.890756302521008,4,29.25,17.0009730305345,0.307238578750035,-0.232310637747549
ASX.MQG,2016-03-27_14-15-35,120,2,0.840336134453782,8,14.625,10.7371591674796,0.190994966927442,-0.786883372805095
ASX.MQG,2016-03-27_14-15-35,120,3,0.873949579831933,7,16.7142857142857,9.91714365704386,0.159250213573824,0.286886196615409
ASX.MQG,2016-03-27_14-15-35,120,4,0.815126050420168,13,9,7.31108117685422,0.108436629846889,1.44114276532693
ASX.MQG,2016-03-27_14-15-35,180,1,0.927374301675978,4,44.25,19.488746566252,0.330818032500823,0.291978546065191
ASX.MQG,2016-03-27_14-15-35,180,2,0.910614525139665,7,25.2857142857143,14.3078865162827,0.259777261012604,-0.500219192009459
ASX.MQG,2016-03-27_14-15-35,180,3,0.910614525139665,7,25.2857142857143,14.2057778595494,0.268641350039155,-0.820373866001657
ASX.MQG,2016-03-27_14-15-35,180,4,0.810055865921788,14,12.6428571428571,8.32512790004161,0.128675728958628,0.732979409106601
ASX.MQG,2016-03-27_14-15-36,240,1,0.912133891213389,7,33.8571428571429,14.2692193534899,0.224746368550042,0.67486969844269
ASX.MQG,2016-03-27_14-15-36,240,2,0.874476987447699,9,26.3333333333333,12.8635721016124,0.221735317852218,-0.212231649262065
ASX.MQG,2016-03-27_14-15-36,240,3,0.899581589958159,12,19.75,10.5270901892408,0.189068251011606,-0.924789557808469
ASX.MQG,2016-03-27_14-15-36,240,4,0.907949790794979,12,19.75,10.5325334322775,0.18726781583389,-0.816626862835272
ASX.QAN,2016-03-27_14-15-35,60,1,0.813559322033898,5,11.4,0.435755696026674,0.119613021076432,-1.18909060785464
ASX.QAN,2016-03-27_14-15-35,60,2,0.711864406779661,8,7.125,0.361053865272443,0.0948341742398673,-0.732635525780135
ASX.QAN,2016-03-27_14-15-35,60,3,0.745762711864407,6,9.5,0.37978697873179,0.0977490260049578,-0.235811200491091
ASX.QAN,2016-03-27_14-15-35,60,4,0.745762711864407,6,9.5,0.379270620218273,0.0977623881102956,-0.268146295363042
ASX.QAN,2016-03-27_14-15-35,120,1,0.882352941176471,9,13,0.520423415189423,0.142678609581273,-0.81574330095434
ASX.QAN,2016-03-27_14-15-35,120,2,0.882352941176471,9,13,0.478494607665176,0.12785188070747,-0.577572817261657
ASX.QAN,2016-03-27_14-15-35,120,3,0.840336134453782,8,14.625,0.484618698477107,0.13440579415017,-1.12274746174325
ASX.QAN,2016-03-27_14-15-35,120,4,0.857142857142857,8,14.625,0.517360587670016,0.139011601880521,-0.539707631742175
ASX.QAN,2016-03-27_14-15-35,180,1,0.871508379888268,7,25.2857142857143,0.706614428408284,0.194652487093368,-0.386518365139777
ASX.QAN,2016-03-27_14-15-35,180,2,0.893854748603352,10,17.7,0.603233822475621,0.168210491087104,-0.769846711711658
ASX.QAN,2016-03-27_14-15-35,180,3,0.871508379888268,10,17.7,0.602540603763263,0.165314710466748,-0.577290024261314
ASX.QAN,2016-03-27_14-15-35,180,4,0.871508379888268,10,17.7,0.602637329823292,0.165619177615173,-0.597335748177535
ASX.QAN,2016-03-27_14-15-36,240,1,0.887029288702929,9,26.3333333333333,0.760541666436266,0.205991286097889,-0.125234826439465
ASX.QAN,2016-03-27_14-15-36,240,2,0.899581589958159,11,21.5454545454545,0.671334635115301,0.187380783268808,-0.600604540372457
ASX.QAN,2016-03-27_14-15-36,240,3,0.874476987447699,11,21.5454545454545,0.663140819505092,0.188960796907185,-0.84151076935464
ASX.QAN,2016-03-27_14-15-36,240,4,0.903765690376569,17,13.9411764705882,0.540872839950352,0.145160061065395,-0.456739996966954
ASX.SLX,2016-03-27_14-15-35,60,1,0.830508474576271,4,14.25,0.169949430397333,0.360034729205398,0.435552256635625
ASX.SLX,2016-03-27_14-15-35,60,2,0.745762711864407,4,14.25,0.171115592299307,0.372546669424062,0.290692010093766
ASX.SLX,2016-03-27_14-15-35,60,3,0.847457627118644,4,14.25,0.168738362113541,0.41019556387492,-0.287664889185141
ASX.SLX,2016-03-27_14-15-35,60,4,0.847457627118644,4,14.25,0.167371500910447,0.425619333643113,-0.514687476920979
ASX.SLX,2016-03-27_14-15-35,120,1,0.831932773109244,6,19.5,0.225123300229183,0.558568511651991,-0.0391092690296183
ASX.SLX,2016-03-27_14-15-35,120,2,0.840336134453782,10,11.7,0.166560943355142,0.338370425187472,0.666721261436877
ASX.SLX,2016-03-27_14-15-35,120,3,0.764705882352941,11,10.6363636363636,0.155878986084973,0.334763196447677,0.302530179512323
ASX.SLX,2016-03-27_14-15-35,120,4,0.764705882352941,10,11.7,0.162988499181344,0.368099917191036,0.0524890784572045
ASX.SLX,2016-03-27_14-15-35,180,1,0.854748603351955,11,16.0909090909091,0.283424926695268,0.858114123210232,-0.3387097012682
ASX.SLX,2016-03-27_14-15-35,180,2,0.804469273743017,12,14.75,0.268619613598621,0.65331418287371,0.189668418301274
ASX.SLX,2016-03-27_14-15-35,180,3,0.815642458100559,16,11.0625,0.222753421355495,0.469147238155817,0.594214354266416
ASX.SLX,2016-03-27_14-15-35,180,4,0.804469273743017,16,11.0625,0.217387110215641,0.49512263561798,0.255310983866879
ASX.SLX,2016-03-27_14-15-35,240,1,0.96652719665272,3,79,1.04142368357089,-4.2038101726879,-0.474391820251095
ASX.SLX,2016-03-27_14-15-36,240,2,0.845188284518828,12,19.75,0.343277223231748,0.689754073160659,0.869962845016528
ASX.SLX,2016-03-27_14-15-36,240,3,0.857740585774059,14,16.9285714285714,0.332389148091856,1.01626973554157,-0.160881215827666
ASX.SLX,2016-03-27_14-15-36,240,4,0.824267782426778,19,12.4736842105263,0.272621853015969,0.606505716948968,0.482770244756607
NASDAQ.GOOG,2016-03-27_14-15-35,60,1,0.830508474576271,5,11.4,108.4747511096,0.165017945203641,-0.437177701608762
NASDAQ.GOOG,2016-03-27_14-15-35,60,2,0.711864406779661,7,8.14285714285714,75.8694650459095,0.107305733402033,0.255041323659404
NASDAQ.GOOG,2016-03-27_14-15-35,60,3,0.711864406779661,7,8.14285714285714,75.6453772981136,0.107156995359163,0.223492040579604
NASDAQ.GOOG,2016-03-27_14-15-35,60,4,0.677966101694915,7,8.14285714285714,73.8472512126804,0.103126990356927,0.479486341407953
NASDAQ.GOOG,2016-03-27_14-15-35,120,1,0.907563025210084,6,19.5,113.610164640324,0.168239987363108,-0.0564838482376273
NASDAQ.GOOG,2016-03-27_14-15-35,120,2,0.941176470588235,6,19.5,114.266104390584,0.180896715763042,-0.813925428654117
NASDAQ.GOOG,2016-03-27_14-15-35,120,3,0.756302521008403,13,9,72.7461887128236,0.103051815815398,0.192220638952782
NASDAQ.GOOG,2016-03-27_14-15-35,120,4,0.756302521008403,13,9,71.2999133517611,0.0989816868973419,0.580207204420293
NASDAQ.GOOG,2016-03-27_14-15-35,180,1,0.910614525139665,7,25.2857142857143,133.623138460208,0.193995520678258,0.303937618542866
NASDAQ.GOOG,2016-03-27_14-15-35,180,2,0.949720670391061,8,22.125,128.395335440975,0.197047347583016,-0.303842115382856
NASDAQ.GOOG,2016-03-27_14-15-35,180,3,0.949720670391061,8,22.125,129.184090613147,0.206394345009879,-0.693566550010814
NASDAQ.GOOG,2016-03-27_14-15-35,180,4,0.927374301675978,10,17.7,111.939485742632,0.168194517026035,-0.246461129839575
NASDAQ.GOOG,2016-03-27_14-15-36,240,1,0.928870292887029,14,16.9285714285714,93.1698909490444,0.128560675126496,0.772787821483388
NASDAQ.GOOG,2016-03-27_14-15-36,240,2,0.941422594142259,9,26.3333333333333,127.524261725856,0.189942294542836,-0.0024093327479191
NASDAQ.GOOG,2016-03-27_14-15-36,240,3,0.903765690376569,13,18.2307692307692,99.855195002436,0.155838683312491,-0.893541666628718
NASDAQ.GOOG,2016-03-27_14-15-36,240,4,0.912133891213389,12,19.75,99.628612870927,0.151834738005057,-0.588603315433567
